,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),labelnormal,labelturnright,labelbrake,labelaccelerate,labelstop,labelturnleft
640.0,1.4750554,-0.3250650000000001,8.211808399999999,-0.1488024,-0.111266,0.3327896,-0.5066674000000001,-0.8735464000000001,1.475216,52.351283,4.923958,-0.341079,3.0,46.599998,3.790092,2.5,1,0,0,0,0,0
640.5,0.67011,0.8269596,8.513244199999999,-0.22030219999999998,0.18426200000000004,-0.1678608,-0.4308492000000001,-3.2023012,0.3225714000000003,,,,,,,,1,0,0,0,0,0
641.0,2.0192434,1.4886348000000003,3.2743982000000003,-0.49698539999999997,0.09177980000000001,0.15637700000000002,1.0346220000000002,0.05465359999999988,-2.9463066,52.351301,4.923986,-0.795932,2.51,45.799999,3.790092,2.5,1,0,0,0,0,0
641.5,0.4283154000000001,1.521237,5.426682600000001,-0.8115105999999999,0.0651468,-0.11752699999999998,-0.8011247999999999,0.2462952,-2.8343198000000003,,,,,,,,1,0,0,0,0,0
642.0,1.3018747999999998,2.837768,7.5163346,-0.13893739999999996,0.155308,0.03359659999999999,-0.1358142,-3.2357272000000004,1.0647896000000006,52.35132,4.924014,-0.918997,3.05,44.900002,3.790092,2.5,1,0,0,0,0,0
642.5,-1.8937398,-3.0647271999999997,11.248180600000001,0.7156686000000001,-0.13398919999999997,0.22247080000000002,-0.9850838,-3.6386662000000003,6.1160499999999995,,,,,,,,1,0,0,0,0,0
643.0,0.7360324000000001,-2.1381666000000004,11.5922688,0.04434759999999997,0.2791876,-0.1996248,-1.1461138,0.8836096000000001,-3.016938,52.351339,4.924043,-0.921333,2.79,45.700001,3.790092,2.5,1,0,0,0,0,0
643.5,-1.8003596000000002,0.5213960000000002,6.4614588,-0.07211060000000002,-0.24968379999999996,-0.220516,-0.15911139999999985,-1.6536882,-0.6810172,,,,,,,,1,0,0,0,0,0
644.0,-0.06508480000000005,0.8710472000000001,10.628858600000001,-0.8348146,-0.0548238,0.1814216,-0.9408280000000001,-7.9351456,8.377771,52.35136,4.924074,-0.720053,3.15,45.400002,3.790092,2.5,1,0,0,0,0,0
644.5,-0.2870787999999999,2.2107289999999997,3.8430526,-0.590964,0.1024088,0.12778899999999999,-1.5280406,-1.7532282000000001,-1.911616,,,,,,,,1,0,0,0,0,0
645.0,0.5976074000000001,-2.0746374,11.489317400000001,0.41879679999999997,0.18108580000000002,-0.06120679999999999,-1.325174,-4.090829,5.0714398,52.351381,4.924107,-0.286959,3.12,46.700001,3.790092,2.5,1,0,0,0,0,0
645.5,-0.0948156,-0.6201000000000002,5.54764,-0.025716800000000005,0.0304508,-0.051677799999999996,-2.1502792,1.9219110000000001,-6.744318,,,,,,,,1,0,0,0,0,0
646.0,-0.4970492,-4.2530628,15.739867999999998,0.6062047999999999,-0.17723719999999998,0.11703820000000001,-1.1794836,-3.1517012,3.6378637999999994,52.351404,4.92414,0.07204,3.36,44.900002,3.790092,2.5,1,0,0,0,0,0
646.5,-0.3368496,-4.1272004,13.1177528,-0.14076979999999994,0.030817200000000006,-0.08112040000000001,0.36619919999999995,-0.9645238,-1.4395358,,,,,,,,1,0,0,0,0,0
647.0,1.0613363999999998,0.0591625999999998,8.122675399999999,-0.14895500000000003,-0.07449259999999999,0.0376282,0.716067,-1.8363825999999999,0.01642400000000066,52.351427,4.924174,0.010446,3.28,46.400002,3.790092,2.5,1,0,0,0,0,0
647.5,-0.1616352,-1.1658432,11.4701148,0.029901,0.08677119999999998,0.0020768000000000062,-1.7509262000000003,-4.7101516000000005,3.0961548,,,,,,,,1,0,0,0,0,0
648.0,0.04115639999999994,-2.7728626000000003,13.504851400000002,0.46607640000000006,-0.23257999999999995,-0.021502,0.27361180000000007,-2.2682648,2.1075836000000003,52.351451,4.924209,0.298097,3.51,44.799999,3.790092,2.5,1,0,0,0,0,0
648.5,-0.7845466,-3.7723446000000003,15.621004000000003,0.30933299999999997,-0.05238019999999999,0.0334746,-0.4283474,0.12564999999999998,-1.5584862,,,,,,,,1,0,0,0,0,0
649.0,-0.8645267999999999,-0.06394819999999983,7.9875414000000005,0.07305740000000001,-0.0405296,-0.043370000000000006,0.7139578,-3.6754447999999997,3.7679134,52.351474,4.924242,-0.299996,3.17,46.200001,3.790092,2.5,1,0,0,0,0,0
649.5,0.043549199999999996,-1.7050655999999997,10.178349399999998,-0.0038177999999999823,-0.10625680000000001,0.05179979999999999,-0.20764900000000003,-2.8591594000000002,2.2604254000000004,,,,,,,,1,0,0,0,0,0
650.0,-0.316092,-1.9917255999999994,10.285009800000001,-0.3385622,-0.016584599999999994,0.16444019999999998,-3.2476118,0.2789525999999999,-4.5107106,52.351497,4.924274,0.001448,3.55,44.400002,3.790092,2.5,1,0,0,0,0,0
650.5,0.5288736,-1.3552946,14.025769,0.2156288,0.1463896,-0.14635900000000002,-0.17913980000000002,-3.7648514,4.165926000000001,,,,,,,,1,0,0,0,0,0
651.0,0.7601996,0.35306080000000006,6.239285,-0.07589800000000005,0.14101400000000003,-0.1806886,2.3296535999999994,-2.6882551999999995,-0.8032634000000002,52.35152,4.924307,-0.408657,3.33,44.700001,3.790092,2.5,1,0,0,0,0,0
651.5,-1.113201,-4.1760738,10.7042322,0.7222656,0.026663799999999998,0.005375399999999997,0.2130554000000001,0.4789912,-5.4821666,,,,,,,,1,0,0,0,0,0
652.0,0.16259240000000008,0.6308077999999998,10.0334044,-0.25499839999999996,0.1830402,-0.14208300000000001,0.24998259999999997,-3.2492422,1.5773656,52.351543,4.924341,-0.099827,3.55,44.599998,3.790092,2.5,1,0,0,0,0,0
652.5,-1.6598412000000002,0.6350549999999998,8.923074799999998,-0.597592,-0.0030233999999999873,-0.10152299999999999,0.3897128,-4.0730018,0.4951134,,,,,,,,1,1,0,0,0,0
653.0,0.6140579999999998,-0.1934598000000003,6.6378694,-0.5274667999999999,0.30899719999999997,-0.49209879999999995,3.9972133999999997,-3.8239305999999997,3.4621008000000004,52.351565,4.924377,-0.239852,3.23,47.799999,3.790092,2.5,0,1,0,0,0,0
653.5,2.6921049999999997,-10.9961566,19.026469400000003,0.8330736,0.6120996,-0.8524986,4.957569,3.1529954,-2.3382178,,,,,,,,0,1,0,0,0,0
654.0,0.6758523999999998,-0.6298505999999999,10.737313200000001,0.2221956,-0.04272880000000002,-0.6269736000000001,5.088726599999999,-3.085483,4.418699599999999,52.351583,4.924416,-0.38049,3.29,54.299999,3.790092,2.5,0,1,0,0,0,0
654.5,2.3502302,-5.667819200000001,17.6488616,0.9089406,0.19806700000000005,-0.7938569999999999,5.352937799999999,-1.7144614,2.5846028,,,,,,,,0,1,0,0,0,0
655.0,-2.3452053999999998,-0.5020142000000002,12.655280000000001,0.3130895999999999,-0.5596584,0.29467279999999996,-0.04409000000000005,2.1843842,-6.5021422,52.351586,4.924469,-0.370934,4.41,85.699997,3.790092,2.5,0,1,0,0,0,0
655.5,0.5849255999999999,-3.3302710000000006,15.5427592,0.8786425999999998,0.1159694,-0.04446979999999999,1.1965412,-1.2950245999999999,1.2122039999999994,,,,,,,,1,1,0,0,0,0
656.0,-0.9815954,-2.80038,2.7809986,0.14205280000000012,0.252677,-0.48220279999999993,1.7831607999999999,3.3220149999999995,-5.063006999999999,52.351574,4.924524,-0.260385,3.24,112.099999,3.790092,2.5,1,0,0,0,0,0
656.5,0.8434702000000002,-1.919283,12.5510726,0.5823818000000001,-0.12079499999999999,0.23798599999999998,1.7504738,0.0834699999999996,-3.1909932,,,,,,,,1,0,0,0,0,0
657.0,-0.7500902,0.10552360000000008,7.431329600000001,0.149627,-0.17580199999999999,-0.19278340000000002,1.1712264000000003,-3.3179074,-1.7377504000000001,52.351552,4.924562,-0.391009,3.11,132.699997,3.790092,2.5,1,0,0,0,0,0
657.5,-0.10097699999999996,5.5304114,7.6557162000000005,-0.2777218,0.34858,-0.11264020000000001,-2.2590908,-7.2327032,-1.2227818,,,,,,,,1,0,0,0,0,0
658.0,1.6651053999999998,-3.5456849999999998,10.0583494,0.36183519999999997,-0.04285099999999999,-0.030175799999999996,3.7179594000000002,1.6576734000000013,6.6649894000000005,52.351526,4.924595,-0.506872,3.17,136.100006,3.790092,2.5,1,0,0,0,0,0
658.5,1.5495322,-2.540639,8.185188199999999,-0.023151199999999948,-0.24140699999999998,0.2570444,2.1286816,-2.4103270000000006,-1.6980868,,,,,,,,1,0,0,0,0,0
659.0,-2.1826730000000003,3.0802208,5.3222954,-0.7110871999999999,-0.5143944,0.6899214,1.0716474,-0.6902050000000003,3.007258,52.351501,4.924629,-0.342092,3.21,133.800003,3.790092,2.5,1,0,0,0,0,0
659.5,0.1987239999999997,-5.159045000000001,14.636596400000002,0.224242,0.16272979999999998,0.34708320000000004,-0.4191231999999999,2.037266,-1.3620413999999998,,,,,,,,1,0,0,0,0,1
660.0,1.7041081999999999,-3.7128229999999993,13.748141799999999,0.3684632,0.0200662,0.3827568,0.2993884,-0.369924,-2.3770996,52.351481,4.924671,0.085943,3.35,121.199997,3.790092,2.5,0,0,0,0,0,1
660.5,-2.849194,8.046284799999999,-2.3964117999999996,-0.7157298,-0.1712512,0.6251716,-4.066698199999999,-7.0992722,2.7091456000000003,,,,,,,,0,0,0,0,0,1
661.0,0.2755934,-0.8353344000000001,12.405768400000001,-0.07385120000000008,0.08493819999999999,0.2676732,-2.334166,-5.552856200000001,3.2769452,52.35147,4.924715,-0.353196,3.07,105.5,3.790092,2.5,0,0,0,0,0,1
661.5,-1.5525829999999998,-4.5552762,19.578732600000002,1.1603350000000001,0.105585,0.043003799999999995,-4.613934800000001,-2.243878,-0.9816276000000002,,,,,,,,0,0,0,0,0,1
662.0,2.4154348,-0.10917260000000013,9.0528258,-0.4141849999999998,-0.058977199999999994,0.378481,0.1644127999999999,-3.6037582,-1.0083777999999988,52.351472,4.924766,-0.10536,3.93,80.5,3.790092,2.5,0,0,0,0,0,1
662.5,2.7642486,6.387700000000001,-1.081136999999999,-1.2537946,0.19977740000000002,0.26144280000000003,0.009843400000000103,-7.1424752,8.026013,,,,,,,,0,0,0,0,0,1
663.0,1.047159,1.6591232000000005,9.8237334,-0.18209359999999997,0.0469434,-0.019669400000000004,-1.8473593999999998,-2.0558408,0.6266927999999998,52.351486,4.924816,-0.505641,3.64,62.099998,3.790092,2.5,0,0,0,0,0,1
663.5,1.2921839999999998,-1.0163513999999996,14.122619,-0.3698679999999999,-0.09712460000000005,0.07012519999999998,0.8495828000000001,-0.08447819999999986,-5.3402650000000005,,,,,,,,1,0,0,0,0,1
664.0,0.7816754,0.1566102000000001,7.6228748,0.4504388,-0.1793448,-0.0036652000000000047,0.5888443999999999,-0.5739642,-2.4714709999999998,52.351509,4.924856,-0.605928,3.69,48.299999,3.790092,2.5,1,0,0,0,0,0
664.5,-2.1150757999999996,-0.22169500000000059,14.9454502,0.34916040000000004,0.23740580000000003,-0.09590279999999998,-2.8689766000000003,-3.8669578000000002,11.3850684,,,,,,,,1,0,0,0,0,0
665.0,-0.8036294000000002,-3.0155546,12.0317704,-0.4612508,0.4031898,0.005864000000000003,-1.8676755999999997,-1.0979236,-5.6277714,52.351535,4.924893,-0.778354,3.85,43.799999,3.790092,2.5,1,0,0,0,0,0
665.5,-0.715095,-0.5536992000000002,7.2082584,-0.23603120000000005,0.028373800000000005,-0.0687812,-0.4768270000000002,-2.8707979999999997,6.6515188,,,,,,,,1,0,0,0,0,0
666.0,2.492005,1.1817554000000001,3.9881174,-0.1164274,0.013713399999999987,0.011117199999999999,0.5377184000000002,-6.0285926000000005,6.443572399999999,52.351562,4.924932,-1.176425,4.17,45.099998,3.790092,2.5,1,0,0,0,0,0
666.5,0.7280762,2.1810576000000004,2.617269,-0.6787124000000001,-0.2042674,-0.053266000000000015,0.17056299999999988,-1.6130904000000001,-4.873485199999999,,,,,,,,1,0,0,0,0,0
667.0,1.7237296,-1.9040287999999996,1.6200603999999998,-0.13689079999999998,-0.057542,-0.09455919999999998,1.7096173999999997,0.5052866000000001,2.2759558000000006,52.35159,4.924974,-1.21695,4.31,46.0,3.790092,2.5,1,0,0,0,0,0
667.5,1.3730015999999998,0.3833304000000002,9.434959600000001,-0.19855579999999998,-0.22002699999999997,-0.12791139999999998,-1.457721,-7.8748705999999995,11.8133312,,,,,,,,1,0,0,0,0,0
668.0,-1.4472389999999997,0.4688137999999998,12.447344,-0.14602279999999998,0.3372182,0.0394606,-3.4584112000000005,-5.546650600000001,-3.9008834,52.351617,4.925019,-1.108122,4.15,49.099998,3.790092,2.5,1,0,0,0,0,0
668.5,-4.4898924,-9.2122476,17.765870200000002,1.229513,0.2053976,-0.19351639999999998,-3.0948114,0.1952581999999996,3.1408722000000004,,,,,,,,1,0,0,0,0,0
669.0,-4.3888558,-2.3812174,11.2712112,0.3564291999999999,-0.7156992,0.18740800000000002,-1.1538222,0.9716527999999999,4.779120600000001,52.351643,4.925065,-0.471218,4.26,50.0,3.790092,2.5,1,0,0,0,0,0
669.5,-4.5445084,-3.9924247999999998,6.368497400000001,0.5762425999999999,-0.3227718,0.206955,-3.1962574,-1.2803859999999998,-6.968517599999998,,,,,,,,1,0,0,0,0,0
670.0,0.4996214,0.1958522000000001,18.471693199999997,-0.32087799999999994,0.0363148,0.1597978,-1.1775186,-1.1377019999999998,-5.1394588,52.351667,4.925113,-0.431422,4.22,54.799999,3.790092,2.5,1,0,0,0,0,0
670.5,2.759403,3.663651,0.032303199999999956,-0.902924,-0.319351,0.2039008,2.4691118000000003,-2.8163569999999996,-1.5295166000000002,,,,,,,,1,0,0,0,0,0
671.0,3.0053252,0.10013960000000051,6.697989199999999,-0.10915820000000002,0.2949474,-0.0686592,-1.214609,-2.2739619999999996,-0.9693965999999996,52.351689,4.925162,-0.429653,4.15,54.099998,3.790092,2.5,1,0,0,0,0,0
671.5,0.9136396,-1.2162119999999994,5.5425548000000004,-0.24656859999999997,-0.08835900000000001,0.276958,-0.5270356,-1.9166935999999999,0.6979194,,,,,,,,1,0,0,0,0,0
672.0,0.334696,2.2144972,13.914562799999999,-0.8695411999999999,-0.21807220000000002,0.021501800000000005,-0.5982054,-3.6876633999999995,-4.7996352,52.351713,4.925207,-0.873746,4.08,52.200001,3.790092,2.5,1,0,0,0,0,0
672.5,-0.6827920000000001,-3.9771702000000007,13.354522600000001,0.6450244,-0.0421178,0.0989572,-2.844372,-5.666763599999999,2.296855400000001,,,,,,,,1,0,0,0,0,0
673.0,-0.1833499999999999,1.6761124000000003,3.165225800000001,0.23074760000000002,-0.5949956000000001,0.1220474,-0.7074482,-2.1180822000000004,1.674881399999999,52.351739,4.925251,-1.145596,4.22,46.599998,3.790092,2.5,1,0,0,0,0,0
673.5,-0.9281760000000002,-0.6241673999999998,16.742281000000002,-0.7830755999999999,0.2040538,-0.060229599999999994,-1.7305892,-5.5725132,-7.416610399999999,,,,,,,,1,0,0,0,0,0
674.0,-0.7216155999999999,2.3375482,10.4375522,-0.1044244,0.5832676,-0.0445918,-1.5090595999999998,-5.5539394,13.096039000000001,52.351766,4.925292,-0.739833,4.05,45.400002,3.790092,2.5,1,0,0,0,0,0
674.5,-0.18526420000000005,1.0103098,11.077991200000001,-0.7809376,-0.10897500000000002,0.022967799999999993,1.7987114000000002,-1.4734118000000003,-1.4008530000000001,,,,,,,,1,0,0,0,0,0
675.0,2.2137796,-5.4174104,23.9508388,0.5750515999999999,0.1781538,-0.1519786,-0.9877218000000001,-2.4517526,-2.5008551999999993,52.351791,4.925334,-1.025967,4.03,45.200001,3.790092,2.5,1,0,0,0,0,0
675.5,-0.2531008000000001,3.911487400000001,4.8492342,-0.7025050000000002,-0.3314456,0.131088,2.403735,-3.971002,2.0123348,,,,,,,,1,0,0,0,0,0
676.0,1.5240483999999999,-3.1098918000000007,17.7412244,0.3971422,-0.1773898,-0.2340766,1.6929072,-2.1336082000000003,2.6219586000000006,52.351817,4.925376,-0.595547,4.08,47.200001,3.790092,2.5,1,0,0,0,0,0
676.5,-0.7852647999999999,1.4941381999999999,4.7630928,-1.0685552,-0.40535840000000006,0.18496459999999998,-0.7235494000000001,-4.7665448,-5.308567399999999,,,,,,,,1,0,0,0,0,0
677.0,2.7254250000000004,-6.2775706,21.803101399999996,1.319766,-0.046180200000000005,0.293451,1.0129612000000001,-1.9890504,3.5583875999999997,52.351839,4.925418,-0.760348,3.42,49.599998,3.790092,2.5,1,0,0,0,0,0
677.5,1.403869,4.993820600000001,6.351987,-0.590231,0.26550440000000003,-0.1991362,0.8103756000000001,-7.2497691999999985,5.369712,,,,,,,,1,0,0,0,0,0
678.0,0.4412367999999999,-1.8248262,8.52473,0.24348379999999997,-0.1554912,0.14416,-0.2861708,-0.4336147999999998,-0.35874360000000005,52.35186,4.925455,-0.477033,3.43,49.299999,3.790092,2.5,1,0,0,0,0,0
678.5,-1.8348762,-2.187997,10.947701999999998,0.17103739999999998,0.020432799999999994,0.3826346,-3.3070036000000003,-5.5523084,4.09059,,,,,,,,1,0,0,0,0,0
679.0,0.03278200000000018,1.3351952000000002,8.66788,0.26910860000000003,0.013102599999999997,-0.05363239999999999,-0.6703790000000001,-0.8165181999999997,-0.07373720000000006,52.351882,4.92549,-0.324821,3.43,46.5,3.790092,2.5,1,0,0,0,0,0
679.5,-2.5415964,7.5835729999999995,-1.4071592000000002,-0.32686460000000006,0.39060639999999996,0.020158000000000002,-3.0192153999999998,-5.115781799999999,6.5259318,,,,,,,,1,0,0,0,0,0
680.0,0.3818350000000001,-0.6870988,7.5460058000000005,-0.24549919999999995,-0.1419608,-0.1186266,0.5350122000000002,2.0689468,-3.3672882,52.351908,4.925523,-0.486325,3.81,38.400002,3.790092,2.5,1,0,0,0,0,0
680.5,0.17449659999999997,-0.19968100000000008,8.4880596,0.22280640000000002,-0.0792572,0.05790839999999999,-1.1113626,-3.2472141999999997,-4.970456,,,,,,,,1,0,0,0,0,0
681.0,-1.3289738,0.3754341999999998,1.519801,-0.7369870000000002,-0.15988919999999998,-0.019058399999999996,-1.5311561999999999,-0.4742210000000001,-1.2959091999999994,52.351936,4.925556,-0.288207,3.84,38.799999,3.790092,2.5,1,0,0,0,0,0
681.5,0.28516460000000005,0.4985447999999998,10.5598852,-0.020066000000000007,0.2148044,-0.064872,-0.5797125999999999,-2.9929464,-1.6677856000000002,,,,,,,,1,0,0,0,0,0
682.0,-1.0696516,-3.6950568000000006,7.946923199999999,0.07937960000000008,-0.2753702,0.002565400000000001,-0.4345658,-3.1692507999999995,2.812401,52.351963,4.925591,0.040831,3.75,39.900002,3.790092,2.5,1,0,0,0,0,0
682.5,1.2583853999999999,-0.09984039999999998,8.136314800000001,-0.5108518,0.06771239999999999,0.08625179999999999,0.23211819999999994,-3.173315,-1.2578952000000003,,,,,,,,1,0,0,0,0,0
683.0,-0.7962116,-3.7190446,14.741223,0.240796,-0.4091454,0.0626728,0.5392528000000001,2.6274908000000003,-3.9944716,52.351989,4.925627,-0.31397,3.86,44.0,3.790092,2.5,1,0,0,0,0,0
683.5,0.4536792,-1.7087145999999998,10.141200999999999,0.0967276,0.08127320000000002,-0.0439812,-0.7454486,-4.7274732,2.495713,,,,,,,,1,0,0,0,0,0
684.0,-1.1654841999999999,-1.2257832,10.287223000000001,-0.11609140000000003,0.01872259999999999,-0.03286339999999999,-0.4303006000000001,-2.0442876,-1.1952258000000002,52.352015,4.925668,-0.424993,4.18,47.099998,3.790092,2.5,1,0,0,0,0,0
684.5,1.269153,-0.6424132,8.532386800000001,0.09932379999999999,0.3407612,-0.030053800000000002,-0.04640560000000006,-4.8454274,4.4147132,,,,,,,,1,0,0,0,0,0
685.0,0.43525460000000005,1.1843276,10.810592799999998,-0.33376700000000004,-0.17955859999999998,0.1255902,-0.02149120000000009,-3.4742965999999997,-1.0718903999999996,52.352039,4.925712,-0.633918,3.97,49.0,3.790092,2.5,1,0,0,0,0,0
685.5,-0.9854242,-1.0136594,9.2069832,0.4070686,0.0525632,0.0481348,-0.8328384,-0.38578719999999994,0.023783199999999914,,,,,,,,1,0,0,0,0,0
686.0,0.7122836,-0.5195418000000002,11.2173134,-0.2874956,-0.08573220000000001,-0.054487600000000004,0.38625419999999994,-3.4102096000000004,1.5392949999999999,52.352063,4.925756,-1.253,4.08,49.200001,3.790092,2.5,1,0,0,0,0,0
686.5,1.1348558,-0.4213762,7.2955366,0.17824540000000005,-0.184934,0.027365799999999996,0.9446885999999999,-1.9596812,-0.9111879999999999,,,,,,,,1,0,0,0,0,0
687.0,-0.2793622,-0.0991226000000001,11.2805438,-0.014171799999999984,-0.1854226,-0.0316418,0.5152536000000001,-2.6639044,1.5458126,52.352087,4.925799,-1.638683,3.99,47.200001,3.790092,2.5,1,0,0,0,0,0
687.5,-0.4563116,-1.8183058000000003,13.412967599999998,0.1049436,0.04315620000000001,0.16285200000000002,-1.5789984000000001,-3.2836703999999997,-1.5804109999999998,,,,,,,,1,0,0,0,0,0
688.0,0.3803394,0.2748158,7.169136,-0.23129739999999996,0.203687,-0.1395176,0.5084512000000001,-3.1943336,0.9350816,52.352113,4.925841,-1.313121,4.06,45.799999,3.790092,2.5,1,0,0,0,0,0
688.5,0.7747364,-1.4984456000000002,10.410752599999999,0.2747592,-0.08683179999999999,-0.10298900000000002,1.001279,-2.1264426,0.8867670000000001,,,,,,,,1,0,0,0,0,0
689.0,0.4695316,0.07992020000000011,12.2340834,-0.2023432,-0.02110499999999999,0.113129,0.24684360000000005,-2.7648258000000006,3.8310307999999993,52.352139,4.925882,-1.209301,3.86,45.599998,3.790092,2.5,1,0,0,0,0,0
689.5,-0.28366900000000006,1.6664809999999999,9.006643799999997,-0.31999240000000007,-0.10393560000000002,-0.07660039999999999,-0.4567966000000001,-2.0690723999999996,-0.9250109999999999,,,,,,,,1,0,0,0,0,0
690.0,-2.2731814,-3.4164122,11.521441,0.31663280000000005,-0.0322222,0.1315766,-1.9017392000000004,-0.8094056000000001,-0.48009520000000006,52.352163,4.92592,-1.524004,3.55,44.5,3.790092,2.5,1,0,0,0,0,0
690.5,-0.4156332,0.06107700000000023,8.5707314,-0.10909739999999998,-0.0779134,-0.082342,-0.7784656000000001,-3.8516664000000005,1.8509495999999999,,,,,,,,1,0,0,0,0,0
691.0,0.12448679999999998,1.4591432000000002,9.2182298,0.00913219999999999,-0.0004582000000000197,0.11031900000000001,-0.4318406,-1.7465296,0.8931084,52.352187,4.92596,-1.927205,4.11,44.799999,3.790092,2.5,1,0,0,0,0,0
691.5,-0.3214757999999998,0.12352939999999998,7.712187,0.14330480000000004,-0.0312448,0.06914800000000002,-1.4226348000000002,-1.9056202000000002,-0.4257424000000002,,,,,,,,1,0,0,0,0,0
692.0,-0.9104690000000002,-0.8927024000000001,9.555079000000001,-0.018600400000000007,-0.10405800000000001,-0.051189,-0.18981799999999993,-1.3457173999999998,-1.0981998000000004,52.352212,4.926002,-2.571189,3.91,44.200001,3.790092,2.5,1,0,0,0,0,0
692.5,2.5298115999999995,-0.7886146,9.5549594,-0.4584104,0.1981892,0.044347399999999995,2.227791,-3.294466,1.9259446,,,,,,,,1,0,0,0,0,0
693.0,1.6778472,-4.733422,16.069239399999997,0.3469002,0.45046939999999996,-0.5199532,0.878099,-6.2196302,4.2464264,52.352238,4.926042,-2.33242,4.0,43.799999,3.790092,2.5,1,0,0,0,0,0
693.5,0.7960921999999999,0.9100502000000003,6.3815382,-0.04801260000000005,0.0579388,-0.1286444,1.6918644,-1.0058316,-1.4687506000000004,,,,,,,,1,1,0,0,0,0
694.0,0.44721839999999985,-1.0550553999999999,9.386983800000001,0.34732779999999996,0.404778,-0.4902662000000001,1.1905196,-2.6593999999999998,0.2522404,52.352262,4.926084,-2.493251,3.73,48.5,3.790092,2.5,0,1,0,0,0,0
694.5,-0.9483352,-2.7116066000000005,8.7603034,0.36968460000000003,-0.030877999999999982,-0.5186094,1.5474774,2.9417202,-4.8334652,,,,,,,,0,1,0,0,0,0
695.0,-0.4046263999999999,-2.1513272,11.7622784,-0.1612942,0.2498672,-0.544998,3.0679220000000003,-0.31786720000000007,-0.8666264,52.352278,4.926133,-1.852208,3.9,62.599998,3.790092,2.5,0,1,0,0,0,0
695.5,0.2154736,-0.758405,9.9935042,0.3048128,0.0683232,-0.32936899999999997,4.0835244,-4.1034056,5.089695000000001,,,,,,,,0,1,0,0,0,0
696.0,0.087697,-2.7194429999999996,12.52523,0.504407,0.05048640000000001,-0.5878796000000001,3.8365158,0.8081457999999998,-0.48777019999999993,52.352283,4.926191,-2.108516,4.11,86.300003,3.790092,2.5,0,1,0,0,0,0
696.5,-1.4165507999999998,-1.0792228,8.8950788,0.23810820000000002,-0.16575320000000002,-0.1057988,0.8008784,-0.44272879999999953,0.39889919999999934,,,,,,,,1,1,0,0,0,0
697.0,0.930868,-1.1637493999999997,7.5400236,0.33230080000000006,-0.0355206,-0.10702039999999999,3.2805867999999996,1.9458199999999999,-2.3303446,52.35227,4.926249,-2.674297,4.19,111.800003,3.790092,2.5,1,0,0,0,0,0
697.5,-1.177807,-0.9990633999999996,1.7802595999999997,0.39680659999999995,-0.6979844,-0.1518566,4.1565528,2.7200083999999998,5.9271291999999995,,,,,,,,1,0,0,0,0,0
698.0,-2.5387251999999996,1.1553744,6.963711999999999,-0.8631882,-0.4368169999999999,0.2489814,1.8915222,-2.5301523999999995,4.1532105999999995,52.352243,4.9263,-2.677357,4.22,130.199997,3.790092,2.5,1,0,0,0,0,0
698.5,-3.0948172,6.511947000000001,12.989916,0.48281380000000007,-0.12702560000000002,-0.016615199999999997,-1.2394008,-11.416770600000001,4.8218844,,,,,,,,1,0,0,0,0,0
699.0,1.6887944000000001,0.4307080000000002,8.3602232,-0.21624,0.2558532,-0.0331078,3.6092793999999997,-2.9900694,3.2636446,52.352212,4.926342,-2.963265,4.11,139.0,3.790092,2.5,1,0,0,0,0,0
699.5,0.7311867999999999,3.1125238000000004,9.1806622,0.3891098,0.04804299999999999,-0.0824646,1.5637063999999998,-5.3614825999999995,7.4883948,,,,,,,,1,0,0,0,0,0
700.0,0.49268219999999996,0.34235299999999996,7.953922,0.09993460000000001,-0.0208606,0.042759200000000004,1.8949474,-3.0623988,3.4312474,52.352182,4.926381,-2.885955,3.9,139.100006,3.790092,2.5,1,0,0,0,0,0
700.5,1.4543575999999998,-2.3294726,12.763196400000002,0.3106772,0.11902360000000001,0.07501200000000001,2.3962466,-1.5818732,3.1197784,,,,,,,,1,0,0,0,0,0
701.0,-0.006879399999999869,0.2155332,11.782079,0.10298879999999996,-0.08023480000000001,-0.1060432,1.6244513999999999,-2.4648475999999997,1.8372472000000002,52.352152,4.926421,-3.33977,3.93,137.399994,3.790092,2.5,1,0,0,0,0,0
701.5,0.6329612,-0.5346166,9.7244314,-0.006719399999999981,0.004795200000000011,-0.006474999999999992,1.5315424,-1.1597124,0.8889746000000001,,,,,,,,1,0,0,0,0,0
702.0,1.1350951999999999,-1.942015,10.928140599999999,-0.0007331999999999949,-0.12262740000000001,0.15234540000000002,1.5088013999999998,-0.7885510000000001,0.015448600000000035,52.352124,4.92646,-4.111394,3.88,137.899994,3.790092,2.5,1,0,0,0,0,0
702.5,-0.9095118000000001,-2.231307,10.71171,0.1213142,-0.12766700000000003,0.020402399999999998,1.3671609999999998,-1.1786648,2.1369224,,,,,,,,1,0,0,0,0,0
703.0,0.6985846,-1.5923636,9.5567542,0.012461400000000006,0.015546000000000004,0.002687600000000012,2.2949346000000004,-0.40180859999999996,0.5937243999999999,52.352097,4.926499,-4.161947,3.62,137.300003,3.790092,2.5,1,0,0,0,0,0
