,Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),labelnormal,labelturnright,labelbrake,labelaccelerate,labelstop,labelturnleft
703.5,0.283729,-1.3308879999999998,12.156077400000001,0.11361760000000001,-0.014874399999999992,-0.0519218,1.6431086000000001,-1.718026,1.0459126,,,,,,,,1,0,0,0,0,0
704.0,1.617907,-1.0165308,10.568978399999999,0.029931399999999997,0.09874340000000001,-0.041171,2.0875354,-2.1242574,-0.16561400000000015,52.352071,4.926538,-4.91306,4.01,136.800003,3.790092,2.5,1,0,0,0,0,0
704.5,0.14075779999999993,-0.06825520000000007,8.646823600000001,0.1798334,0.093368,-0.0572974,0.8827356,-2.7225926,-0.7034882,,,,,,,,1,0,0,0,0,0
705.0,1.2741778,0.35096720000000003,12.591511399999998,-0.0054060000000000445,0.11865699999999998,0.0434922,0.32775440000000006,-7.1603244,6.894826,52.352045,4.926579,-4.546801,3.78,136.300003,3.790092,2.5,1,0,0,0,0,0
705.5,1.9876578000000003,-0.1999203999999999,8.5871824,-0.23523719999999998,0.1882934,-0.1470922,3.1564588000000002,-2.5700088,0.9182658,,,,,,,,1,0,0,0,0,0
706.0,1.3899908,-1.8707684,12.749317999999999,0.0503034,0.057939,-0.0421486,1.4992018000000003,-2.9910574,4.404695800000001,52.352021,4.926618,-4.745787,3.59,136.100006,3.790092,2.5,1,0,0,0,0,0
706.5,-0.6748956000000002,-0.4153341999999999,8.2031346,0.2772024,0.1731448,-0.046057799999999996,-1.1027858,0.5261262,-0.7995822000000002,,,,,,,,1,0,0,1,0,0
707.0,1.2009576,-0.6099904000000003,11.4533654,-0.038117000000000005,0.1355164,0.2157512,1.0616498,-2.0528392,2.1502124,52.351996,4.926656,-4.814832,4.0,139.100006,3.790092,2.5,0,0,0,1,0,0
707.5,0.34857419999999995,-2.3627925999999997,11.2846114,0.053143799999999984,-0.04920360000000001,-0.1876526,1.1685964,-0.823213,1.7981915999999998,,,,,,,,0,0,0,1,0,0
708.0,3.7432719999999997,-3.692604,14.355560399999998,0.827087,0.44619339999999996,-0.32607020000000003,-0.6122194000000001,3.9011990000000005,-4.9443134,52.35197,4.926697,-4.810755,3.91,136.0,3.790092,2.5,0,0,0,1,0,0
708.5,-0.9177074,-2.7901508,9.7326864,0.12934700000000002,-0.3656224,0.4704746,-0.30151120000000003,2.3443856,-3.6044192,,,,,,,,0,0,0,1,0,0
709.0,0.08422739999999998,2.3929421999999994,3.9310485999999996,-0.3217028,0.3226802,-0.31189859999999997,0.8670606,-0.0749725999999999,-1.2436154,52.351942,4.926742,-4.942605,4.83,137.800003,3.790092,2.5,0,0,0,1,0,0
709.5,-1.3115062000000002,-1.508256,10.2323676,0.4261272,-0.3685854,0.23835259999999997,-0.25153659999999994,1.3074309999999998,0.33009540000000026,,,,,,,,0,0,0,1,0,0
710.0,1.1903098,0.022013999999999888,9.249815000000002,-0.08845080000000001,-0.2780578,-0.015149000000000024,0.2025518,-0.9005921999999998,0.6061199999999999,52.351911,4.926802,-5.00719,5.14,136.199997,3.790092,2.5,0,0,0,1,0,0
710.5,-1.6744374,-0.514756,10.9609222,-0.1903398,0.24986699999999998,0.1209476,-0.7782199999999998,0.4367036000000001,1.0938469999999998,,,,,,,,0,0,0,1,0,0
711.0,-0.8111072,-1.5903894,11.5898758,-0.12195580000000002,-0.174794,-0.11398400000000002,-1.5709876,-3.8199225999999995,-1.3980545999999998,52.351879,4.926851,-4.792974,4.81,137.399994,3.790092,2.5,0,0,0,1,0,0
711.5,0.2672186,2.0612374,7.626224400000001,-0.3752436,-0.13569959999999998,0.05925200000000001,0.6437761999999999,1.3916609999999998,-6.822245800000002,,,,,,,,1,0,0,1,0,0
712.0,-0.24484560000000002,-1.6305889999999998,8.957292200000001,-0.0038178000000000266,0.8090366,-0.21184180000000002,0.25789439999999997,-3.1002815999999997,6.1859414,52.351845,4.926914,-5.321001,5.56,134.5,3.790092,2.5,1,0,0,0,0,0
712.5,0.7612766000000001,-4.761896800000001,10.946026999999999,1.0983032,-0.03136699999999999,-0.0240674,-1.5308121999999997,2.0592794000000003,3.4219243999999995,,,,,,,,1,0,0,0,0,0
713.0,5.8585868,0.2101500000000005,6.7549382,-0.570684,0.08112040000000004,-0.10066760000000001,3.148468,2.0023852,-2.6255972000000005,52.351812,4.926975,-4.94284,5.81,132.699997,3.790092,2.5,1,0,0,0,0,0
713.5,-0.45732800000000023,-3.1884957999999997,11.425847399999999,1.1734682,0.4233478,-0.23175540000000003,-0.25341900000000006,-4.379251,7.796654600000001,,,,,,,,1,0,0,0,0,0
714.0,-0.577448,-1.878904,5.912484999999999,-0.29164899999999994,-0.1665168,-0.03604,0.8670494000000002,0.05680660000000006,-0.5023248000000002,52.351775,4.927037,-5.142624,5.31,136.800003,3.790092,2.5,1,0,0,0,0,0
714.5,0.5685943999999998,-7.825845800000001,22.990598999999996,1.3228816,-0.0833196,0.10066760000000001,-1.7069299999999998,-4.6319232,-2.3317493999999983,,,,,,,,1,0,0,0,0,0
715.0,-1.1022535999999998,-2.1070596000000004,11.390672599999998,0.4252718,-0.14037279999999996,-0.18801879999999999,2.5151006,1.5133633999999998,-5.5702723999999995,52.351742,4.927089,-5.263552,4.91,133.699997,3.790092,2.5,1,0,0,0,0,0
715.5,1.9698314,0.19627139999999996,9.014062,0.09284899999999999,0.24485800000000002,0.34806060000000005,-0.4691044,0.057442999999999966,-0.4016288000000001,,,,,,,,1,0,1,0,0,0
716.0,0.3906881999999999,-1.0392628,9.102416999999999,-0.0376282,0.3088748,-0.2754918,0.2115332,-2.43549,-1.2222542,52.35171,4.927146,-5.08522,4.76,135.300003,3.790092,2.5,0,0,1,0,0,0
716.5,-1.3708482,-3.9996032,9.3396654,0.12143639999999997,-0.1650202,-0.17372479999999998,-0.0822584,-3.1401892000000005,-1.7294209999999999,,,,,,,,0,0,1,0,0,0
717.0,1.9871196000000002,-2.6152954,9.381061200000001,-0.061695599999999996,0.019088799999999996,0.10592120000000001,1.103142,-1.6484538,1.8274021999999999,52.351674,4.927191,-4.950417,4.04,141.0,3.790092,2.5,0,0,1,0,0,0
717.5,1.0019344000000001,-1.2786047999999999,8.78806,0.1445266,0.34577,-0.3547802,-0.7517914000000001,-1.3196438000000001,-0.6803573999999999,,,,,,,,0,0,1,0,0,0
718.0,-0.8240282000000001,-2.8707890000000003,10.1028562,-0.15539979999999998,0.09410099999999999,0.05729740000000001,-0.242143,-0.8784095999999998,1.7255506,52.351655,4.927215,-4.611014,1.92,145.5,3.790092,2.5,0,0,1,0,0,0
718.5,1.369592,2.7225536000000004,8.6572924,-0.31669400000000003,0.1305074,-0.4125662,3.4501388,-2.6782288000000003,4.620481799999999,,,,,,,,0,1,1,0,0,0
719.0,0.6260221999999999,-5.2159944,14.9533466,0.46192279999999997,0.40453379999999994,-0.48525699999999994,1.0348684,2.0649880000000005,-1.2123673999999993,52.351635,4.927237,-3.643929,2.25,161.899994,3.790092,2.5,0,1,0,0,0,0
719.5,-0.9882956,0.7395018,5.101139000000001,0.09211599999999998,0.042057000000000025,-0.4847682,2.8960473999999996,1.4675053999999998,-2.9019424000000003,,,,,,,,0,1,0,0,0,0
720.0,0.6514462000000001,-1.852344,12.647085,0.32826920000000004,0.3041102,-0.7827396,2.2327489999999997,-1.3116568000000002,0.18849660000000004,52.351606,4.927229,-4.18035,2.92,188.0,3.790092,2.5,0,1,0,0,0,0
720.5,-2.3019553999999998,-0.9523436000000001,9.405528,0.5121344000000001,-0.05570940000000002,-0.6940446,0.17387580000000008,-4.498433400000001,4.214329000000001,,,,,,,,0,1,0,0,0,0
721.0,-1.1729615999999998,-1.2440284000000001,10.7730256,0.6030284,-0.28981640000000003,0.38300119999999993,-0.5427945999999999,3.0884313999999997,-4.272032,52.351584,4.927229,-3.793908,2.56,194.199997,3.790092,2.5,0,1,0,0,0,0
721.5,1.6838294,-6.535875399999999,15.3345234,0.7454780000000001,0.0030849999999999988,-0.254479,0.38539019999999996,-1.8450494,3.7629233999999996,,,,,,,,1,1,0,0,0,0
722.0,0.9652649999999999,-0.21445659999999997,8.963753,0.46693159999999995,-0.1193292,-0.08551840000000001,1.3745064,2.1582564,-5.9735678,52.351562,4.927192,-3.458756,3.55,229.600006,3.790092,2.5,1,0,0,0,0,0
722.5,-1.6570296,-1.3071394,12.864472799999998,0.19449360000000004,-0.24895059999999997,-0.0371394,0.8358784,-1.6976962,4.9943054,,,,,,,,1,0,0,0,0,0
723.0,-1.8017956000000002,0.7831110000000001,8.103114399999999,-0.4939616,-0.1883854,0.47866,-1.4772886,-3.7745284,2.7839166000000004,52.351538,4.927159,-3.59278,3.31,227.5,3.790092,2.5,1,0,0,0,0,0
723.5,0.2855831999999999,-0.14057840000000005,6.6586872,-0.5424627999999999,0.46671779999999996,-0.35978899999999997,1.1894187999999999,1.2887545999999999,-5.811774600000001,,,,,,,,1,0,0,0,0,0
724.0,2.1388844,-0.6628717999999999,10.546007,-0.34219659999999996,0.09358160000000004,-0.019180399999999986,2.3448964,0.8924766,-0.7751838,52.351516,4.927129,-3.826655,3.19,227.0,3.790092,2.5,1,0,0,0,0,0
724.5,-0.5961716000000001,2.3802004,6.5816378,-0.39011739999999995,-0.05421279999999999,-0.17409159999999999,0.22640959999999993,-3.236284,1.2612736,,,,,,,,1,0,0,0,0,0
725.0,1.413919,1.0332808,7.237391,0.41180279999999997,-0.362996,0.3412194,1.524838,-0.8580646000000002,-0.8652827999999999,52.351494,4.927095,-4.111984,3.15,222.5,3.790092,2.5,1,0,0,0,0,0
725.5,-1.7998812000000002,-0.8146962000000002,6.9524062,0.30908839999999993,-0.2583886,0.019791599999999993,-0.6859072000000002,-1.0347022,-0.2649104,,,,,,,,1,0,0,0,0,0
726.0,-1.655235,-4.8777092,14.0971946,0.5783504,-0.22903700000000002,-0.127667,-1.083108,0.6584182000000001,-0.48490780000000006,52.351472,4.927061,-4.795994,3.19,224.5,3.790092,2.5,1,0,0,0,0,0
726.5,1.1173284,1.0629515999999999,10.563953199999998,-0.09287920000000001,0.0413238,0.036406400000000005,1.7039076000000002,-0.9221793999999999,-0.7375218,,,,,,,,1,0,0,0,0,0
727.0,1.3450058,-0.15750739999999971,7.1481390000000005,-0.2622062,-0.002168400000000026,-0.13194319999999998,3.0717312,-2.1874404,5.079040399999999,52.351451,4.927027,-4.711144,3.24,224.600006,3.790092,2.5,1,0,0,0,0,0
727.5,-1.5297914000000001,1.562872,4.855934400000001,-0.3832456000000001,0.1159694,0.028465600000000035,-1.7211295999999998,-2.7516495999999995,0.3374147999999996,,,,,,,,1,0,0,0,0,0
728.0,1.0004988000000001,-1.0579866,11.054362000000001,0.005100600000000099,-0.17458,0.11044119999999999,1.1381242,0.8580885999999998,-3.4102922000000007,52.351428,4.92699,-4.084183,3.68,227.199997,3.790092,2.5,1,0,0,0,0,0
728.5,-0.29617160000000003,-1.8999012,12.2370148,0.3052712000000001,0.15213139999999997,-0.1431828,-1.0074131999999998,-1.5329904,0.21148200000000017,,,,,,,,1,0,0,0,0,0
729.0,1.1623732,-3.5391643999999998,15.608801,0.3498934,-0.1101664,-0.0030544000000000014,0.4663651999999999,-2.4806874,4.1327546,52.351406,4.926952,-3.71528,3.4,227.399994,3.790092,2.5,1,0,0,0,0,0
729.5,1.495574,0.4161117999999999,6.3188464,-0.2529214,0.04373659999999997,0.14244959999999998,1.6290098,-0.8353508000000002,0.28920779999999996,,,,,,,,1,0,0,0,0,0
730.0,0.4232302,-2.8183264,12.319806799999999,0.02614439999999991,0.2659932,0.0026877999999999846,-0.23292480000000007,-0.8716364000000001,0.9212523999999995,52.351385,4.926916,-3.688475,3.29,227.199997,3.790092,2.5,1,0,0,0,0,0
730.5,1.0320842000000001,1.0301698,11.086784999999999,0.1822766,0.14052539999999997,-0.0483794,1.5299448000000002,-2.7683336,2.6062588,,,,,,,,1,0,0,0,0,0
731.0,1.2123233999999996,0.22121660000000026,11.1251894,-0.2812646,-0.1838344,-0.03530699999999999,0.8038153999999998,-4.2670652,1.5174582,52.351362,4.926883,-3.367603,3.31,224.300003,3.790092,2.5,1,0,0,0,0,0
731.5,1.1342576,-1.0149158000000003,8.898428599999999,0.04224019999999997,0.133195,0.0405602,0.8082482000000001,-2.4852696,1.0312282,,,,,,,,1,0,0,0,0,0
732.0,-1.4610574,-3.3702308000000003,15.251133999999999,-0.0858852,-0.029778799999999994,-0.0838082,-2.0101598,-3.0464619999999996,-0.6636025999999999,52.351337,4.926847,-2.326033,3.96,225.199997,3.790092,2.5,1,0,0,0,0,0
732.5,2.9392236000000005,-0.8809776000000001,9.45476,-0.0032986000000000404,0.23337400000000003,0.0780662,1.0480648000000001,-0.6262574000000001,-0.17509880000000014,,,,,,,,1,0,0,0,0,0
733.0,0.972204,-0.5245067999999999,7.813104600000001,0.10506579999999999,0.295192,-0.14733619999999997,0.6488871999999999,-3.2468137999999995,0.9301400000000001,52.351312,4.926813,-2.854775,3.11,222.899994,3.790092,2.5,1,0,0,0,0,0
733.5,0.054556199999999985,0.4941778000000003,5.6520864,-0.7391864,0.13478340000000003,-0.22564720000000005,1.6266326,-0.9433684,0.9504553999999998,,,,,,,,1,0,0,0,0,0
734.0,-0.5757132,-3.488436599999999,14.557574400000002,0.15463599999999994,-0.05763359999999999,0.11007459999999998,1.3658024,-0.20046600000000012,-0.7058038,52.351289,4.926779,-2.565154,3.5,226.300003,3.790092,2.5,1,0,0,0,0,0
734.5,-0.9411570000000001,1.6145571999999997,5.4413386,0.25618919999999995,-0.00033599999999999743,-0.012094599999999994,-0.03923419999999991,-0.6930618000000001,-1.8449566000000002,,,,,,,,1,0,0,0,0,0
735.0,0.5207378,1.6210776,7.4672218,-0.28954160000000007,-0.3504738,0.031764,0.9252431999999999,-1.7229978,-4.4359066,52.351266,4.926737,-2.862208,3.73,230.399994,3.790092,2.5,1,0,0,0,0,0
735.5,1.0430911999999999,-0.45655060000000003,9.088,0.507492,0.1341726,0.09492540000000001,-1.3158734,0.5916238000000001,-2.1896446000000003,,,,,,,,1,0,0,0,0,0
736.0,-0.9133404,0.5913860000000001,5.688098399999999,-0.27454539999999994,-0.1832238,0.09309319999999997,-0.3786547999999999,-2.6798300000000004,-1.1338047999999998,52.351245,4.926696,-2.983356,3.36,233.5,3.790092,2.5,1,0,0,0,0,0
736.5,-0.19471599999999997,0.9401401999999999,6.6355366,-0.2060998,-0.1485274,0.1567434,0.22440319999999989,-1.2624568000000003,-1.7908964,,,,,,,,1,0,0,0,0,0
737.0,0.7265804,-0.9286546,6.6041305999999995,0.14073940000000001,0.13808179999999998,0.089428,1.2402092,-2.6536239999999993,2.3829556000000003,52.351224,4.926655,-3.229869,3.57,231.399994,3.790092,2.5,1,0,0,0,0,0
737.5,-0.15008980000000002,-1.5817754000000002,7.8138819999999996,0.10821140000000003,0.2669708,-0.19693719999999998,0.42581439999999987,-3.2423966,4.019992400000001,,,,,,,,1,0,0,0,0,0
738.0,1.0989638,-0.7067202,5.3103314,0.16013360000000007,0.0050393999999999994,-0.1447706,1.9751003999999999,1.0832662000000002,-3.080234,52.3512,4.926615,-3.049872,3.6,226.100006,3.790092,2.5,1,0,0,0,0,0
738.5,1.7548964000000002,-1.367498,10.208200399999999,-0.1017976,-0.07046139999999998,0.026754999999999994,1.422164,-2.0948181999999997,0.8045566000000001,,,,,,,,1,0,0,0,0,0
739.0,-1.0664212,-1.9923241999999999,8.7705326,0.1338976,-0.2115672,0.01295,-1.5369114,-2.0454972,1.6471152,52.351174,4.926577,-2.458316,3.69,224.399994,3.790092,2.5,1,0,0,0,0,0
739.5,2.2200610000000003,-1.7826529999999998,10.1452094,-0.08747319999999999,0.1225664,0.0488676,1.5620129999999999,-1.6345262000000003,-1.6074103999999998,,,,,,,,1,0,0,0,0,0
740.0,-1.3148562,1.6179670000000002,7.144729000000001,-0.5363546,0.2521882,-0.1229022,-0.3581929999999999,-4.0661688,-0.5173124,52.35115,4.926539,-2.371459,3.67,224.600006,3.790092,2.5,1,0,0,0,0,0
740.5,0.3945763999999999,-2.0277376,9.792567,0.28098979999999996,0.00879620000000001,0.0657272,-0.6553136000000002,-1.448274,-2.5470379999999997,,,,,,,,1,0,0,0,0,0
741.0,0.47880379999999995,-1.3840087999999997,8.38469,0.0404076,0.24888980000000002,-0.021623999999999997,0.24729659999999995,-0.4563970000000002,-0.8861316,52.351124,4.926501,-2.4967,3.68,225.300003,3.790092,2.5,1,0,0,0,0,0
741.5,0.6219545999999999,0.14578280000000016,10.1578912,-0.36907379999999995,0.17913099999999998,-0.14574819999999997,-1.7338977999999998,-4.358140799999999,6.062994600000001,,,,,,,,1,0,0,0,0,0
742.0,-0.6988239999999999,-1.2543174000000001,7.434201,-0.130996,0.04401139999999999,-0.0123392,0.8309293999999998,0.13846659999999994,-1.7453206,52.351102,4.92646,-2.564932,3.65,229.399994,3.790092,2.5,1,0,0,0,0,0
742.5,-0.21332000000000004,-0.7804189999999995,11.8979522,0.26825360000000004,-0.27155199999999996,0.11435039999999999,-0.8348102,-2.4324868,1.6529086,,,,,,,,1,0,0,0,0,0
743.0,0.5516053999999999,-4.774339199999999,15.2992298,0.6177802,-0.08878679999999999,-0.1330426,0.4439376000000001,-1.9525650000000003,3.034117,52.351079,4.926419,-2.855576,3.64,228.800003,3.790092,2.5,1,0,0,0,0,0
743.5,1.3180264000000002,-2.9062028,12.595040399999998,0.568821,0.06233679999999999,0.010873000000000004,0.8255942000000001,-0.3509830000000001,3.2472790000000002,,,,,,,,1,0,0,0,0,0
744.0,2.304767,-1.1964114000000001,11.3878022,0.2163622,0.16532580000000002,0.0364066,0.8927814000000002,-3.0066698,0.7765098,52.351055,4.926375,-2.336287,3.98,229.800003,3.790092,2.5,1,0,0,0,0,0
744.5,-0.4515256000000001,-0.1788036,8.121000599999999,-0.2444916,0.11499200000000001,-0.006963399999999981,-1.6011366000000002,-2.6489842,1.7625117999999997,,,,,,,,1,0,0,0,0,0
745.0,0.9433102,-2.9679377999999996,13.8692782,0.6165892,0.1388152,0.26779539999999996,0.030221000000000015,-3.5492994,2.0337562,52.351031,4.926332,-2.309003,3.65,226.0,3.790092,2.5,1,0,0,0,0,0
745.5,1.1008179999999999,-1.5583258,3.794956799999999,-0.3933245999999999,-0.34781639999999997,0.1235134,1.7296314,0.0959859999999999,-4.8432492,,,,,,,,1,0,0,0,0,0
746.0,-1.6917255999999998,-4.0082172,13.274363,0.20157940000000005,0.1385706,-0.30627879999999996,-1.6474119999999999,-1.4396372,1.5477442,52.351005,4.926295,-2.874551,3.35,222.600006,3.790092,2.5,1,0,0,0,0,0
746.5,0.5846264000000001,-6.470850199999999,18.4496792,0.7824646,-0.309211,0.08991679999999998,0.3092462,1.5510684000000001,-0.9748862000000003,,,,,,,,1,0,0,0,0,0
747.0,1.0145568,-2.0948564000000003,9.267581199999999,0.11545000000000002,-0.1449844,-0.1185044,2.3402382,0.016836800000000207,0.5013631999999999,52.35098,4.926263,-2.781404,3.36,219.100006,3.790092,2.5,1,0,0,0,0,0
747.5,-0.2695514,-0.10073800000000004,7.6328652,-0.105921,-0.08707620000000002,-0.0250448,0.5831911999999999,-3.034576,-0.2574831999999999,,,,,,,,1,0,0,0,0,0
748.0,0.7945966,-0.5410171999999998,11.035219399999999,0.11105199999999997,-0.1134648,-0.0955366,1.2269207999999998,-3.8658507999999996,1.1831884000000001,52.350956,4.926229,-2.673122,3.54,220.899994,3.790092,2.5,1,0,0,0,0,0
748.5,1.4374284,0.6126225999999999,10.172308000000001,-0.2774776,0.05451819999999998,-0.060473999999999986,-0.4272257999999999,-2.8213503999999996,1.2395464000000005,,,,,,,,1,0,0,0,0,0
749.0,1.2413966,-2.4991835999999994,7.9228152000000005,-0.10207260000000004,0.3458924,0.01856979999999999,-0.4247776,-4.4407846,3.4430222,52.350931,4.926185,-2.928369,3.93,228.0,3.790092,2.5,1,0,0,0,0,0
749.5,-3.2921051999999995,-1.1860622,7.2153773999999995,0.046852000000000046,-0.159034,-0.1220472,-0.5408758,-0.6241211999999999,-1.9430105999999998,,,,,,,,1,0,0,0,0,0
750.0,-0.5705688,-1.4940784,9.9784292,0.4231952,-0.1521926,0.0945592,1.4150328,-1.9679069999999999,0.2632666,52.350907,4.92614,-3.228174,3.67,230.199997,3.790092,2.5,1,0,0,0,0,0
750.5,0.8164312,-0.5930012,7.8661052,-0.33859259999999997,0.156896,0.0696366,0.4309200000000001,-2.8518912,1.9807853999999998,,,,,,,,1,0,0,0,0,0
751.0,0.7083952,-5.5387864,12.0131058,0.7075752000000002,0.39708119999999997,0.005619800000000019,-1.7751902000000002,-0.38044599999999995,-2.7273788000000003,52.350887,4.926094,-3.779437,3.69,232.0,3.790092,2.5,1,0,0,0,0,0
751.5,0.5559124000000001,1.4666207999999998,10.070791799999999,-0.3121736,0.08774839999999999,-0.07098059999999999,0.2387914,-2.21269,1.0560924,,,,,,,,1,0,0,0,0,0
752.0,0.8702696000000001,-1.8206988000000002,10.287462000000001,-0.09642220000000004,0.07565340000000001,0.09199360000000002,-0.7599516000000002,-5.0265522,3.291899,52.350866,4.926052,-4.07484,3.6,229.899994,3.790092,2.5,1,0,0,0,0,0
752.5,-0.935833,-0.9512067999999996,7.0549982,0.3672414,0.14321320000000004,-0.05131140000000001,-0.157484,-0.31635440000000004,-3.684575199999999,,,,,,,,1,0,0,0,0,0
753.0,-0.06484519999999998,-1.1378472,8.52138,-0.08246420000000002,-0.04932580000000001,0.052044400000000005,-0.281988,-1.9222450000000002,-0.20148200000000002,52.350844,4.926012,-3.976872,3.55,229.300003,3.790092,2.5,1,0,0,0,0,0
753.5,1.402553,4.0421954,6.3659248,-0.921799,-0.0048561999999999885,0.07354619999999999,0.5948818,-5.7383784,6.1921046,,,,,,,,1,0,0,0,0,0
754.0,0.9863814,-3.4130026,5.4353564,0.4482092000000001,0.0793186,-0.050456,-0.06525259999999995,0.5902286,-6.0233018000000005,52.350819,4.925974,-3.281129,3.7,225.800003,3.790092,2.5,1,0,0,0,0,0
754.5,0.5712268,0.6157930000000003,7.559584799999999,-0.9727437999999999,0.5142416,0.071958,-1.6442864,-4.6673546,1.3984004000000003,,,,,,,,1,0,0,0,0,0
755.0,0.2480757999999999,-3.4164124,15.1144438,0.033443800000000044,0.2223788,-0.18581980000000003,0.5932286,-3.0206124,5.4221015999999995,52.350792,4.925936,-3.594969,3.86,224.0,3.790092,2.5,1,0,0,0,0,0
755.5,0.19298099999999999,-6.370949999999999,13.2420006,0.7724773999999999,0.057328000000000004,-0.06450539999999999,-0.5273942,4.0763444,-3.9399934,,,,,,,,1,0,0,0,0,0
756.0,1.511606,0.2995213999999999,7.283333600000001,-0.4300974,0.2878618,-0.29051899999999997,-1.0980352,-4.8915694,3.5007502,52.350766,4.925899,-3.815853,3.77,222.300003,3.790092,2.5,1,0,0,0,0,0
756.5,1.4864812,-2.435714,14.1108938,0.2870982000000001,0.06624640000000001,-0.023700799999999998,0.7493087999999999,-4.8713514,3.7468114,,,,,,,,1,0,0,0,0,0
757.0,-0.753679,-2.0974886,10.3435142,0.26119799999999993,-0.1189626,-0.0823422,0.740662,0.024702000000000092,-7.562082000000001,52.35074,4.925862,-3.507867,3.74,223.100006,3.790092,2.5,1,0,0,0,0,0
757.5,1.5215960000000002,-0.7225728000000002,8.4712502,0.01979160000000002,-0.1614774,0.074279,1.5838052,-2.7180418000000004,2.8471576,,,,,,,,1,0,1,0,0,0
758.0,1.8053846,-2.7795624000000005,8.757671,0.043583999999999956,0.135272,-0.1367074,0.7159036,-2.436318600000001,-1.2558304,52.350716,4.925822,-3.197012,3.69,225.600006,3.790092,2.5,0,0,1,0,0,0
758.5,-0.2807976,-1.2748958,10.0061266,0.025166999999999995,-0.25090540000000006,0.18007779999999998,0.010960000000000036,-4.0338861999999995,1.7203925999999998,,,,,,,,0,0,1,0,0,0
